date_time,station_id,rh,eto,etr,rso,ea_avg,precip,rh_max,rh_min,rh_tmn,rh_tmx,td_avg,td_max,td_min,td_tmn,td_tmx,co2_avg,ppf_avg,solarmj,wet_pct,airt_avg,airt_max,airt_min,airt_tmn,airt_tmx,lwdn_avg,lwup_avg,pressure,swdn_avg,swup_avg,windd_sd,windd_avg,winds_avg,winds_max,winds_tmx,netrad_avg,fan_rmp_avg,visibilitymiles,batt_volt_min,surfacet1_avg,surfacet2_avg,visibilitymiles_avg,pressurekpasealevel
7/26/2019 22:59,1279257,46,-0.001,-0.001,0,1.423,0,48,44,26JUL2019:22:13:41,26JUL2019:22:46:31,54,54.9,53.6,26JUL2019:22:13:04,26JUL2019:22:46:34,432.7,-3.598,0,0,76.5,77.4,75.2,26JUL2019:22:44:42,26JUL2019:22:13:52,426.8,416.5,86.1,0.185,0.005,65,140,1.79,6.04,26JUL2019:22:19:30,-10.43,4357,19.884,11.93,68.9,69.1,19.387,101.7
7/26/2019 23:59,1279257,49,0,0,0,1.442,0,51,46,26JUL2019:23:10:01,26JUL2019:23:47:51,54.3,55,53.6,26JUL2019:23:10:04,26JUL2019:23:47:44,434.7,-3.598,0,0,75,76.5,73.6,26JUL2019:23:51:42,26JUL2019:23:00:52,424.6,413.9,86.2,-0.219,0,86,7,1.79,9.843,26JUL2019:23:26:57,-10.45,4346,19.884,12.05,68.5,68.2,19.635,101.8
7/27/2019 0:59,1279257,58,0,0,0,1.559,0,66,50,27JUL2019:00:03:11,27JUL2019:00:59:51,56.5,58.6,54.7,27JUL2019:00:03:44,27JUL2019:00:55:24,432.4,-3.598,0,0,72.5,74.8,70,27JUL2019:00:58:12,27JUL2019:00:02:42,421.2,409.7,86.3,-0.467,0,72,310,2.684,10.737,27JUL2019:00:16:04,-11.09,4300,17.398,11.84,67.6,67.3,19.263,101.8
7/27/2019 1:59,1279257,79,0,0,0,1.834,0.256,93,66,27JUL2019:01:00:01,27JUL2019:01:57:51,61,62.1,58.5,27JUL2019:01:00:01,27JUL2019:01:31:24,428.7,-3.598,0,0,65.5,70.3,62.6,27JUL2019:01:53:42,27JUL2019:01:02:32,408.6,404.5,86.3,1.434,0,75,305,2.013,9.619,27JUL2019:01:12:20,-5.587,4231,6.524,11.79,64.2,63.7,5.965,101.9
7/27/2019 2:59,1279257,89,-0.001,-0.001,0,1.845,0.035,93,85,27JUL2019:02:58:51,27JUL2019:02:02:01,61.2,61.7,60.6,27JUL2019:02:59:44,27JUL2019:02:33:04,430.5,-3.599,0,0,64,65.7,62.6,27JUL2019:02:02:42,27JUL2019:02:57:12,404.8,401.9,86.2,2.712,0.198,49,59,1.79,6.711,27JUL2019:02:50:29,-5.439,4225,19.884,11.8,63.1,63,13.422,101.8
7/27/2019 3:59,1279257,90,-0.001,-0.001,0,1.865,0.008,94,86,27JUL2019:03:06:41,27JUL2019:03:54:11,61.5,62.4,60.3,27JUL2019:03:06:54,27JUL2019:03:47:14,439.7,-3.598,0,0,63.7,65.3,62.6,27JUL2019:03:58:52,27JUL2019:03:10:32,405.5,403.4,86.3,1.639,0.115,60,188,1.342,6.04,27JUL2019:03:03:55,-3.64,4214,19.2,11.79,63.5,63.3,15.099,101.8
7/27/2019 4:59,1279257,90,-0.001,-0.001,0,1.854,0.016,94,86,27JUL2019:04:56:21,27JUL2019:04:03:21,61.3,62.2,59.7,27JUL2019:04:54:54,27JUL2019:04:25:34,439.5,-3.589,0,0,63.7,65.8,62.4,27JUL2019:04:49:22,27JUL2019:04:54:42,404.9,402.1,86.3,2.1,0,53,122,1.566,7.158,27JUL2019:04:35:04,-4.889,4209,14.54,11.78,63.3,63.1,15.969,101.9
7/27/2019 5:59,1279257,91,0,0,0.045,1.861,0.043,94,88,27JUL2019:05:00:01,27JUL2019:05:56:31,61.5,62.1,60.1,27JUL2019:05:00:01,27JUL2019:05:39:04,449.1,2.246,0.011,0,63.1,64,62.4,27JUL2019:05:58:02,27JUL2019:05:04:22,403.9,401.5,86.3,1.888,1.974,46,208,0.671,2.237,27JUL2019:05:20:36,-2.303,4216,10.066,11.73,63.1,63,10.501,101.9
7/27/2019 6:59,1279257,92,0,0,0.494,1.843,0.028,94,91,27JUL2019:06:39:31,27JUL2019:06:02:01,61.2,62.1,60.6,27JUL2019:06:37:44,27JUL2019:06:59:34,440.7,49.86,0.097,0,63.1,64.4,62.2,27JUL2019:06:05:02,27JUL2019:06:37:52,405.6,401.3,86.4,6.566,22.01,47,337,1.118,3.579,27JUL2019:06:47:37,11.23,4218,4.474,11.78,63.9,63.5,14.726,102
7/27/2019 7:59,1279257,94,0.001,0.001,1.162,1.872,0.071,95,93,27JUL2019:07:10:51,27JUL2019:07:44:11,61.7,62.2,61.2,27JUL2019:07:11:04,27JUL2019:07:44:04,448.4,118.8,0.204,0,63,63.5,62.2,27JUL2019:07:52:22,27JUL2019:07:01:12,408.1,403.3,86.4,12.19,52.81,53,220,0.895,2.684,27JUL2019:07:09:50,35.81,4227,19.884,11.74,64.8,64.6,9.383,102
7/27/2019 8:59,1279257,93,0.002,0.002,1.835,1.911,0.016,94,92,27JUL2019:08:22:51,27JUL2019:08:53:11,62.2,63.5,61.5,27JUL2019:08:11:44,27JUL2019:08:53:24,442,258.3,0.441,0,63.7,65.5,62.6,27JUL2019:08:02:52,27JUL2019:08:52:52,417.2,408.2,86.4,25.11,112.5,53,233,0.671,2.013,27JUL2019:08:46:39,78.5,4262,14.789,11.9,67.8,67.6,14.043,102
7/27/2019 9:59,1279257,89,0.004,0.004,2.436,1.963,0,94,84,27JUL2019:09:30:21,27JUL2019:09:00:01,63,64,61,27JUL2019:09:30:24,27JUL2019:09:59:14,437.1,490.4,0.822,0,65.5,68.2,63.5,27JUL2019:09:04:12,27JUL2019:09:22:22,428.5,418.8,86.4,45.35,212.9,55,291,0.895,4.698,27JUL2019:09:48:05,157.7,4354,7.581,12.1,71.6,71.2,16.963,102
7/27/2019 10:59,1279257,83,0.006,0.007,2.911,1.978,0,92,74,27JUL2019:10:54:31,27JUL2019:10:02:01,63.1,65.3,61.5,27JUL2019:10:43:34,27JUL2019:10:58:04,432.6,1388,2.228,0,67.1,73.4,64.4,27JUL2019:10:10:12,27JUL2019:10:57:22,453,436.3,86.4,134.1,641.1,69,269,1.342,5.369,27JUL2019:10:07:07,490.3,4488,19.884,12.31,80.8,79.2,17.461,102
7/27/2019 11:59,1279257,69,0.016,0.017,3.23,1.86,0,76,61,27JUL2019:11:57:31,27JUL2019:11:00:01,61.3,65.3,59,27JUL2019:11:41:24,27JUL2019:11:03:44,425.9,1558,2.576,0,70.9,73.4,68.4,27JUL2019:11:06:12,27JUL2019:11:17:42,469.5,458.4,86.4,152.7,743.1,64,9,2.013,6.487,27JUL2019:11:56:03,579.3,4516,19.884,12.61,86.9,84.2,18.641,102
7/27/2019 12:59,1279257,59,0.019,0.021,3.373,1.746,0,64,53,27JUL2019:12:59:41,27JUL2019:12:11:31,59.7,61.3,57.9,27JUL2019:12:53:54,27JUL2019:12:58:44,422.3,1805,2.985,0,73,78.6,70.7,27JUL2019:12:07:22,27JUL2019:12:57:02,477.2,437.3,86.3,178.2,865,68,15,2.461,7.158,27JUL2019:12:38:11,647.2,4509,19.635,12.63,88.3,87.3,18.828,101.9
7/27/2019 13:59,1279257,49,0.022,0.025,3.312,1.591,0,55,43,27JUL2019:13:59:51,27JUL2019:13:07:51,57,60.6,54.5,27JUL2019:13:59:54,27JUL2019:13:55:54,420.6,1958,3.194,0,75.6,78.8,73.4,27JUL2019:13:03:22,27JUL2019:13:58:32,489.9,395.4,86.3,190.9,938,57,313,2.237,7.382,27JUL2019:13:59:14,652.9,4499,16.218,12.6,90,92.5,18.765,101.9
7/27/2019 14:59,1279257,44,0.024,0.027,3.065,1.463,0,50,38,27JUL2019:14:56:31,27JUL2019:14:41:31,54.9,59.7,52.3,27JUL2019:14:56:34,27JUL2019:14:41:34,420.5,1762,2.892,0,77.5,80.4,75.7,27JUL2019:14:12:32,27JUL2019:14:41:12,489.8,396.6,86.3,179.8,850,70,270,2.013,7.382,27JUL2019:14:15:24,576.6,4493,19.884,12.59,88.3,93,18.579,101.8
7/27/2019 15:59,1279257,43,0.022,0.025,2.638,1.436,0,49,36,27JUL2019:15:28:11,27JUL2019:15:07:11,54.3,59.7,51.1,27JUL2019:15:27:54,27JUL2019:15:07:14,420.2,1481,2.447,0,79,81.1,77.4,27JUL2019:15:10:02,27JUL2019:15:30:02,485.9,398.2,86.2,160.8,716.9,72,284,2.013,5.592,27JUL2019:15:36:23,468.4,4491,14.229,12.5,85.5,91.9,18.02,101.8
7/27/2019 16:59,1279257,41,0.019,0.021,2.061,1.464,0,45,36,27JUL2019:16:12:11,27JUL2019:16:34:31,54.9,58.3,52.3,27JUL2019:16:00:01,27JUL2019:16:34:34,420.8,1134,1.906,0,79.9,81.1,78.4,27JUL2019:16:00:52,27JUL2019:16:24:12,478.3,397.5,86.2,132.4,550.6,67,256,1.79,7.158,27JUL2019:16:50:27,337.5,4486,18.641,12.52,84.7,86.7,18.455,101.7
7/27/2019 17:59,1279257,43,0.014,0.016,1.39,1.525,0,48,39,27JUL2019:17:54:11,27JUL2019:17:16:11,55.9,58.5,54.1,27JUL2019:17:37:44,27JUL2019:17:07:44,421.4,759.9,1.35,0,79,80.8,74.7,27JUL2019:17:07:42,27JUL2019:17:58:02,456.5,390.9,86.1,87.9,374,58,283,1.566,4.921,27JUL2019:17:29:02,220.4,4399,19.884,12.14,81,75.7,18.517,101.7
7/27/2019 18:59,1279257,41,0.009,0.011,0.697,1.507,0,44,37,27JUL2019:18:15:11,27JUL2019:18:04:01,55.6,58.3,54,27JUL2019:18:15:04,27JUL2019:18:03:54,423.4,375.1,0.82,0,79,81.3,76.8,27JUL2019:18:03:32,27JUL2019:18:14:42,442.6,384,86.1,25.7,192.3,46,277,1.118,6.04,27JUL2019:18:16:06,108,4330,19.884,12,75.6,70.3,19.076,101.7
7/27/2019 19:59,1279257,47,0.005,0.006,0.12,1.462,0,52,42,27JUL2019:19:09:11,27JUL2019:19:59:11,54.7,56.1,53.4,27JUL2019:19:09:14,27JUL2019:19:58:34,428.4,39.6,0.071,0,77,79.5,73.9,27JUL2019:19:59:32,27JUL2019:19:08:42,424,373.1,86.1,3.502,12.93,32,276,0.895,3.132,27JUL2019:19:08:40,-41.38,4336,19.884,12.03,67.5,66.9,19.573,101.7
7/27/2019 20:59,1279257,52,-0.001,-0.001,0,1.479,0,53,50,27JUL2019:20:09:51,27JUL2019:20:33:21,55,55.8,54.7,27JUL2019:20:59:14,27JUL2019:20:00:01,435.5,-3.26,0.001,0,74.3,75.6,72.7,27JUL2019:20:32:12,27JUL2019:20:07:52,414.3,363.9,86.2,1.397,0,40,75,1.79,6.935,27JUL2019:20:58:49,-51.81,4299,19.884,11.94,64.4,64.6,19.635,101.8
7/27/2019 21:59,1279257,55,0,0,0,1.46,0,57,52,27JUL2019:21:00:01,27JUL2019:21:59:51,54.7,55,54.5,27JUL2019:21:44:54,27JUL2019:21:03:54,438.2,-3.599,0,0,72,73.2,70.5,27JUL2019:21:59:42,27JUL2019:21:01:42,411.5,358.5,86.2,0.993,0,39,48,2.684,7.606,27JUL2019:21:28:44,-54.05,4278,19.822,11.96,64,63.9,19.325,101.8
7/27/2019 22:59,1279257,58,0,0,0,1.443,0,59,56,27JUL2019:22:12:11,27JUL2019:22:59:51,54.3,54.9,54.1,27JUL2019:22:45:24,27JUL2019:22:00:54,442.7,-3.598,0,0,70.2,71.4,69.1,27JUL2019:22:58:02,27JUL2019:22:08:32,408.2,355.1,86.2,1.051,0,35,49,3.355,11.408,27JUL2019:22:58:49,-54.2,4276,19.2,11.94,63,63,19.387,101.8
7/27/2019 23:59,1279257,59,0,0,0,1.414,0,60,58,27JUL2019:23:07:01,27JUL2019:23:58:01,53.8,54.3,53.4,27JUL2019:23:43:44,27JUL2019:23:01:04,445.1,-3.599,0,0,69.1,70.2,68,27JUL2019:23:56:12,27JUL2019:23:04:52,405.4,351.8,86.2,1.107,0,44,51,3.355,11.185,27JUL2019:23:38:06,-54.73,4260,19.014,11.89,62.2,62.2,19.387,101.8
7/28/2019 0:59,1279257,60,0,0,0,1.387,0,61,59,28JUL2019:00:01:51,28JUL2019:00:51:31,53.2,53.6,52.9,28JUL2019:00:57:54,28JUL2019:00:18:14,448.8,-3.599,0,0,67.8,69.1,66.7,28JUL2019:00:49:22,28JUL2019:00:00:22,402.9,348.1,86.2,1.106,0,27,41,3.803,10.961,28JUL2019:00:44:22,-55.96,4247,17.398,11.87,61.7,61.5,19.449,101.8
7/28/2019 1:59,1279257,61,0,0.001,0,1.363,0,63,60,28JUL2019:01:02:01,28JUL2019:01:28:11,52.9,53.1,52.5,28JUL2019:01:54:54,28JUL2019:01:14:44,452.1,-3.599,0,0,66.4,67.8,65.7,28JUL2019:01:57:32,28JUL2019:01:01:02,399.7,343,86.3,1.003,0,29,41,4.026,12.079,28JUL2019:01:05:49,-57.7,4232,19.884,11.82,60.6,60.4,19.449,101.8
7/28/2019 2:59,1279257,63,0,0,0,1.336,0,65,62,28JUL2019:02:25:51,28JUL2019:02:59:51,52.3,52.7,52,28JUL2019:02:51:34,28JUL2019:02:03:14,453.7,-3.598,0,0,65.3,66.7,64,28JUL2019:02:58:12,28JUL2019:02:24:42,396.2,339.2,86.2,1.157,0,37,50,3.579,10.514,28JUL2019:02:36:51,-58.11,4229,18.455,11.79,59.4,59.4,19.387,101.8
7/28/2019 3:59,1279257,64,0,0,0,1.31,0,65,63,28JUL2019:03:27:41,28JUL2019:03:11:11,51.8,52.3,51.3,28JUL2019:03:59:54,28JUL2019:03:12:04,454.4,-3.6,0,0,64.2,65.5,63.1,28JUL2019:03:53:52,28JUL2019:03:26:02,393,334.6,86.3,1.3,0,44,59,3.355,10.29,28JUL2019:03:04:17,-59.75,4217,18.455,11.79,58.3,58.5,19.387,101.8
7/28/2019 4:59,1279257,64,0,0,0,1.257,0,65,62,28JUL2019:04:58:51,28JUL2019:04:07:51,50.7,51.3,49.8,28JUL2019:04:58:54,28JUL2019:04:03:44,454.7,-3.554,0,0,63,63.7,62.2,28JUL2019:04:42:52,28JUL2019:04:13:12,390.8,331.7,86.3,1.232,0,34,41,4.25,12.751,28JUL2019:04:17:26,-60.41,4207,19.822,11.77,57.9,57.7,19.2,101.9
7/28/2019 5:59,1279257,63,0.002,0.003,0.042,1.203,0,64,62,28JUL2019:05:32:01,28JUL2019:05:44:51,49.5,50,48.9,28JUL2019:05:54:14,28JUL2019:05:07:14,453.3,21.59,0.035,0,62.4,63.3,61.5,28JUL2019:05:43:42,28JUL2019:05:19:12,389,330.4,86.3,2.696,7.038,34,43,4.474,12.303,28JUL2019:05:18:16,-54.33,4201,18.641,11.75,57.4,57.2,19.511,101.9
7/28/2019 6:59,1279257,62,0.002,0.003,0.498,1.165,0,64,59,28JUL2019:06:59:21,28JUL2019:06:19:01,48.6,49.1,48,28JUL2019:06:54:24,28JUL2019:06:07:04,452.4,101.9,0.119,0,61.9,63.1,60.8,28JUL2019:06:17:02,28JUL2019:06:57:42,388.7,328.7,86.3,6.572,35.81,41,47,4.25,11.632,28JUL2019:06:21:46,-30.74,4205,18.268,11.81,57.4,57.2,19.076,101.9
7/28/2019 7:59,1279257,55,0.003,0.004,1.185,1.157,0,60,51,28JUL2019:07:59:51,28JUL2019:07:05:01,48.4,49.1,47.8,28JUL2019:07:14:44,28JUL2019:07:58:04,447.5,514.8,0.928,0,64.8,67.5,62.6,28JUL2019:07:02:02,28JUL2019:07:59:32,400.1,340,86.4,38.35,264.2,48,55,3.132,9.843,28JUL2019:07:19:09,165.7,4261,19.822,11.83,59,62.8,18.765,102
7/28/2019 8:59,1279257,53,0.007,0.009,1.876,1.262,0,59,47,28JUL2019:08:59:51,28JUL2019:08:38:11,50.7,55.8,48.4,28JUL2019:08:09:04,28JUL2019:08:38:14,445.7,1018,1.796,0,69.3,72.3,67.1,28JUL2019:08:07:12,28JUL2019:08:51:32,436.1,358.1,86.4,123.4,521.3,50,43,2.461,8.948,28JUL2019:08:14:52,319.9,4479,15.783,12.25,72.3,74.7,18.641,102
7/28/2019 9:59,1279257,52,0.013,0.015,2.485,1.498,0,59,45,28JUL2019:09:05:41,28JUL2019:09:19:31,55.4,58.6,50.4,28JUL2019:09:03:54,28JUL2019:09:38:24,450.1,1399,2.382,0,73,75.9,70.9,28JUL2019:09:12:32,28JUL2019:09:59:02,464.1,373.3,86.4,156.5,698.6,60,15,2.013,6.935,28JUL2019:09:31:23,451.2,4524,19.884,12.66,84.4,81.9,18.144,102
7/28/2019 10:59,1279257,45,0.018,0.02,2.951,1.476,0,51,39,28JUL2019:10:59:51,28JUL2019:10:16:31,55,58.1,52.5,28JUL2019:10:03:14,28JUL2019:10:52:24,441,1706,2.854,0,76.6,79.5,73.9,28JUL2019:10:07:22,28JUL2019:10:55:42,481.2,386.2,86.4,179.5,840,56,36,2.237,6.263,28JUL2019:10:02:20,565.4,4517,19.884,12.58,91,85.5,18.02,102
7/28/2019 11:59,1279257,36,0.022,0.025,3.275,1.358,0,44,28,28JUL2019:11:52:01,28JUL2019:11:03:41,52.7,57,47.3,28JUL2019:11:52:04,28JUL2019:11:07:24,425.1,1904,3.162,0,80.8,83.8,77.7,28JUL2019:11:00:22,28JUL2019:11:57:52,496.3,398,86.3,192.2,927,70,282,2.013,7.158,28JUL2019:11:10:18,636.8,4486,19.2,12.5,93.7,91.6,18.268,101.9
7/28/2019 12:59,1279257,33,0.026,0.028,3.419,1.263,0,38,28,28JUL2019:12:45:11,28JUL2019:12:17:41,50.7,56.5,48.6,28JUL2019:12:45:14,28JUL2019:12:51:04,423.4,1983,3.288,0,82.8,85.5,81,28JUL2019:12:04:02,28JUL2019:12:56:52,504,404.8,86.3,197.8,961,69,232,2.013,6.711,28JUL2019:12:59:04,664.5,4499,19.635,12.58,95.4,93.7,17.771,101.9
7/28/2019 13:59,1279257,30,0.027,0.03,3.361,1.257,0,35,25,28JUL2019:13:56:51,28JUL2019:13:03:01,50.5,55.4,47.1,28JUL2019:13:56:54,28JUL2019:13:15:24,422.1,1964,3.268,0,84.7,86.9,82.9,28JUL2019:13:03:22,28JUL2019:13:59:22,504.6,407.8,86.2,199.8,958,65,292,2.684,10.066,28JUL2019:13:55:26,661.2,4475,16.528,12.54,93,95,18.268,101.8
7/28/2019 14:59,1279257,27,0.027,0.031,3.094,1.172,0,31,23,28JUL2019:14:25:51,28JUL2019:14:43:21,48.7,53.2,45.3,28JUL2019:14:26:04,28JUL2019:14:14:04,422,1616,2.683,0,85.3,87.4,82.9,28JUL2019:14:58:22,28JUL2019:14:10:52,499.3,406.7,86.2,167.1,783.6,65,287,2.013,10.961,28JUL2019:14:25:10,523.9,4476,19.884,12.56,89.8,94.1,18.517,101.7
7/28/2019 15:59,1279257,27,0.022,0.025,2.66,1.048,0,34,20,28JUL2019:15:56:11,28JUL2019:15:08:51,45.7,53.2,41.5,28JUL2019:15:58:14,28JUL2019:15:27:04,423,1097,1.823,0,85.3,87.6,82.6,28JUL2019:15:03:42,28JUL2019:15:49:42,482.3,399.7,86.1,121.9,532.6,79,146,1.566,6.04,28JUL2019:15:14:59,328,4480,18.828,12.56,85.6,87.4,18.703,101.7
7/28/2019 16:59,1279257,23,0.015,0.017,2.084,0.942,0,29,16,28JUL2019:16:58:01,28JUL2019:16:10:51,42.8,52.7,36.9,28JUL2019:16:53:54,28JUL2019:16:10:54,423.6,1145,1.959,0,86.4,88.3,84.2,28JUL2019:16:01:12,28JUL2019:16:48:02,489.2,399.5,86,138.4,563.9,66,259,1.566,6.487,28JUL2019:16:52:07,335.8,4481,14.913,12.46,87.6,88.9,18.89,101.6
7/28/2019 17:59,1279257,23,0.015,0.017,1.414,0.821,0,33,14,28JUL2019:17:10:21,28JUL2019:17:32:41,39.4,55.8,32.7,28JUL2019:17:10:24,28JUL2019:17:32:44,425.8,771,1.398,0,85.8,88,80.6,28JUL2019:17:06:32,28JUL2019:17:12:22,471.9,388.6,86,96.4,384.8,66,263,1.342,4.698,28JUL2019:17:41:46,205.1,4412,19.884,12.21,86.4,78.1,19.014,101.5
7/28/2019 18:59,1279257,20,0.009,0.011,0.712,0.848,0,24,15,28JUL2019:18:07:41,28JUL2019:18:54:31,40.3,45.3,36,28JUL2019:18:07:44,28JUL2019:18:03:24,428.5,371.5,0.803,0,84.7,87.6,81.5,28JUL2019:18:53:32,28JUL2019:18:13:12,445.6,378.6,86,25.68,189.5,54,283,0.895,4.026,28JUL2019:18:02:30,96.8,4390,19.822,12.13,76.3,69.4,19.325,101.5
7/28/2019 19:59,1279257,22,0.004,0.005,0.115,0.794,0,24,20,28JUL2019:19:36:01,28JUL2019:19:05:11,38.5,41.9,37,28JUL2019:19:46:24,28JUL2019:19:05:04,431.7,36.4,0.064,0,81.7,84,79.5,28JUL2019:19:59:12,28JUL2019:19:07:12,426,367.1,86,3.113,11.37,42,12,2.237,10.066,28JUL2019:19:49:47,-50.69,4344,19.884,12.05,67.8,66.7,19.697,101.5
7/28/2019 20:59,1279257,25,0,0.001,0,0.806,0,27,22,28JUL2019:20:00:31,28JUL2019:20:59:51,39,39.9,37.6,28JUL2019:20:00:44,28JUL2019:20:43:24,433.9,-3.327,0.001,0,77.7,80.1,76.1,28JUL2019:20:55:52,28JUL2019:20:01:32,417.1,359.7,86,0.482,0,53,66,2.908,8.724,28JUL2019:20:58:53,-57.88,4327,19.884,11.94,64.9,64.8,19.884,101.6
7/28/2019 21:59,1279257,30,0.001,0.001,0,0.866,0,32,27,28JUL2019:21:07:11,28JUL2019:21:58:31,40.8,42.3,39.6,28JUL2019:21:13:34,28JUL2019:21:58:14,436,-3.599,0,0,75.2,77,72.9,28JUL2019:21:56:52,28JUL2019:21:16:12,416.6,355.1,86,0.597,0,40,40,4.921,17.448,28JUL2019:21:51:50,-62.15,4334,19.884,11.89,65.3,65.3,19.884,101.5
7/28/2019 22:59,1279257,34,0.002,0.003,0,0.921,0,36,32,28JUL2019:22:03:11,28JUL2019:22:59:51,42.4,43,41.7,28JUL2019:22:03:14,28JUL2019:22:59:54,441.2,-3.599,0,0,72.3,73.9,71.1,28JUL2019:22:44:52,28JUL2019:22:01:52,411,346.4,86,0.646,0,48,40,5.145,17.001,28JUL2019:22:18:32,-65.23,4311,19.635,11.97,63.9,63.5,19.822,101.5
7/28/2019 23:59,1279257,36,0.002,0.003,0,0.926,0,37,36,28JUL2019:23:49:11,28JUL2019:23:18:01,42.6,43.2,41.9,28JUL2019:23:50:04,28JUL2019:23:03:04,444.2,-3.599,0,0,70.5,71.2,69.6,28JUL2019:23:50:32,28JUL2019:23:00:01,406.1,342.6,86,0.873,0,54,49,4.921,18.343,28JUL2019:23:38:53,-64.39,4276,19.884,11.91,62.2,62.1,19.76,101.5
7/29/2019 0:59,1279257,38,0.002,0.002,0,0.904,0,39,36,29JUL2019:00:03:01,29JUL2019:00:52:41,41.9,42.3,41.5,29JUL2019:00:36:14,29JUL2019:00:11:24,446.4,-3.599,0,0,68.7,70.3,67.5,29JUL2019:00:41:52,29JUL2019:00:01:12,403.5,347,85.9,0.607,0,47,54,5.816,20.804,29JUL2019:00:59:49,-57.12,4262,19.884,11.91,61.5,61.5,19.76,101.4
7/29/2019 1:59,1279257,38,0.002,0.002,0,0.888,0,39,37,29JUL2019:01:51:11,29JUL2019:01:26:01,41.5,41.9,40.8,29JUL2019:01:50:24,29JUL2019:01:16:44,447.6,-3.598,0,0,68,69.6,66.9,29JUL2019:01:24:42,29JUL2019:01:18:22,403.8,375.4,85.9,0.343,0,48,76,4.921,15.659,29JUL2019:01:55:45,-28.81,4252,19.884,11.9,61.9,61.9,19.697,101.4
7/29/2019 2:59,1279257,37,0.001,0.002,0,0.872,0,38,36,29JUL2019:02:44:11,29JUL2019:02:17:31,41,41.4,40.6,29JUL2019:02:44:14,29JUL2019:02:17:34,447.4,-3.599,0,0,68,69.8,67.1,29JUL2019:02:17:12,29JUL2019:02:42:12,404.5,382,85.9,0.207,0,61,82,4.698,19.685,29JUL2019:02:57:38,-22.72,4239,19.884,11.84,62.2,62.2,19.76,101.4
7/29/2019 3:59,1279257,38,0.002,0.002,0,0.873,0,39,37,29JUL2019:03:59:51,29JUL2019:03:51:31,41,41.5,40.6,29JUL2019:03:30:24,29JUL2019:03:53:34,447.6,-3.598,0,0,67.8,69.3,67.1,29JUL2019:03:49:52,29JUL2019:03:57:22,404.6,383.3,85.9,0.156,0,43,53,5.369,18.343,29JUL2019:03:03:01,-21.47,4232,19.2,11.72,62.4,62.2,19.76,101.4
7/29/2019 4:59,1279257,45,0.002,0.002,0,0.96,0,53,37,29JUL2019:04:38:11,29JUL2019:04:54:01,43.3,48.6,41,29JUL2019:04:00:04,29JUL2019:04:53:44,456.8,-3.588,0,0,67.6,69.1,66,29JUL2019:04:53:12,29JUL2019:04:36:12,404.6,386.9,85.9,-0.058,0,59,43,4.026,15.659,29JUL2019:04:36:02,-17.7,4224,19.884,11.71,62.2,62.2,19.635,101.4
7/29/2019 5:59,1279257,43,0.003,0.005,0.04,0.981,0,52,34,29JUL2019:05:51:51,29JUL2019:05:25:01,43.9,48,41.4,29JUL2019:05:08:24,29JUL2019:05:23:54,459.5,1.493,0.009,0,68.5,71.4,65.7,29JUL2019:05:23:32,29JUL2019:05:51:12,406,388.9,85.9,1.147,1.905,47,66,4.25,20.58,29JUL2019:05:55:04,-16.29,4233,19.884,11.69,63,62.8,19.573,101.4
7/29/2019 6:59,1279257,44,0.003,0.005,0.494,1.042,0,52,36,29JUL2019:06:00:41,29JUL2019:06:09:51,45.5,49.3,41.5,29JUL2019:06:00:44,29JUL2019:06:09:14,466.7,59.29,0.119,0,68.5,71.8,66.4,29JUL2019:06:07:52,29JUL2019:06:20:42,407.6,390.9,85.9,7.134,29.19,57,135,2.684,13.869,29JUL2019:06:47:14,5.352,4238,19.884,11.79,63.5,63.3,19.2,101.4
7/29/2019 7:59,1279257,43,0.003,0.004,1.184,1.042,0,50,36,29JUL2019:07:58:41,29JUL2019:07:44:01,45.5,49.8,42.8,29JUL2019:07:00:04,29JUL2019:07:43:04,457.7,168.3,0.307,0,70,72.9,67.3,29JUL2019:07:16:22,29JUL2019:07:58:32,412.1,392.7,85.9,18.54,80.8,58,70,3.355,14.987,29JUL2019:07:27:12,42.85,4268,19.884,11.87,64.9,64.9,19.014,101.4
7/29/2019 8:59,1279257,45,0.005,0.007,1.878,1.166,0,54,37,29JUL2019:08:25:11,29JUL2019:08:35:51,48.6,51.6,44.1,29JUL2019:08:00:01,29JUL2019:08:35:44,465.7,216.5,0.388,0,70,73,67.6,29JUL2019:08:34:42,29JUL2019:08:23:52,417.1,392.4,85.9,22.68,101.8,60,57,2.461,13.198,29JUL2019:08:53:23,54.38,4312,17.958,11.96,66.7,66.6,18.828,101.4
7/29/2019 9:59,1279257,43,0.005,0.006,2.486,1.157,0,51,36,29JUL2019:09:18:21,29JUL2019:09:51:31,48.4,52.5,44.8,29JUL2019:09:03:54,29JUL2019:09:39:54,450.6,367.8,0.66,0,72.7,74.3,70,29JUL2019:09:49:42,29JUL2019:09:29:22,425.7,398.8,85.9,39.86,176.5,57,40,2.908,13.422,29JUL2019:09:10:19,109.7,4342,19.884,12.02,69.4,69.4,18.641,101.5
